Team 1,Team 2,Bet Type,Bet Info,Odds,Date of Game,Sportsbook Name,Sport
Cincinnati Bengals,Los Angeles Chargers,MoneyLine,Cincinnati Bengals,102,2024-11-18T01:15:00Z,MyBookie.ag,NFL
Los Angeles Chargers,Cincinnati Bengals,MoneyLine,Los Angeles Chargers,-125,2024-11-18T01:15:00Z,MyBookie.ag,NFL
Cincinnati Bengals,Los Angeles Chargers,Spread,2.0,-110,2024-11-18T01:15:00Z,MyBookie.ag,NFL
Los Angeles Chargers,Cincinnati Bengals,Spread,-2.0,-110,2024-11-18T01:15:00Z,MyBookie.ag,NFL
Los Angeles Chargers,Cincinnati Bengals,Total,O47.5,-110,2024-11-18T01:15:00Z,MyBookie.ag,NFL
Los Angeles Chargers,Cincinnati Bengals,Total,U47.5,-110,2024-11-18T01:15:00Z,MyBookie.ag,NFL
Cincinnati Bengals,Los Angeles Chargers,MoneyLine,Cincinnati Bengals,105,2024-11-18T01:15:00Z,LowVig.ag,NFL
Los Angeles Chargers,Cincinnati Bengals,MoneyLine,Los Angeles Chargers,-125,2024-11-18T01:15:00Z,LowVig.ag,NFL
Cincinnati Bengals,Los Angeles Chargers,Spread,1.0,100,2024-11-18T01:15:00Z,LowVig.ag,NFL
Los Angeles Chargers,Cincinnati Bengals,Spread,-1.0,-110,2024-11-18T01:15:00Z,LowVig.ag,NFL
Los Angeles Chargers,Cincinnati Bengals,Total,O47.5,-107,2024-11-18T01:15:00Z,LowVig.ag,NFL
Los Angeles Chargers,Cincinnati Bengals,Total,U47.5,-107,2024-11-18T01:15:00Z,LowVig.ag,NFL
Cincinnati Bengals,Los Angeles Chargers,MoneyLine,Cincinnati Bengals,105,2024-11-18T01:15:00Z,BetOnline.ag,NFL
Los Angeles Chargers,Cincinnati Bengals,MoneyLine,Los Angeles Chargers,-125,2024-11-18T01:15:00Z,BetOnline.ag,NFL
Cincinnati Bengals,Los Angeles Chargers,Spread,1.0,-105,2024-11-18T01:15:00Z,BetOnline.ag,NFL
Los Angeles Chargers,Cincinnati Bengals,Spread,-1.0,-115,2024-11-18T01:15:00Z,BetOnline.ag,NFL
Los Angeles Chargers,Cincinnati Bengals,Total,O47.5,-110,2024-11-18T01:15:00Z,BetOnline.ag,NFL
Los Angeles Chargers,Cincinnati Bengals,Total,U47.5,-110,2024-11-18T01:15:00Z,BetOnline.ag,NFL
Cincinnati Bengals,Los Angeles Chargers,MoneyLine,Cincinnati Bengals,105,2024-11-18T01:15:00Z,BetMGM,NFL
Los Angeles Chargers,Cincinnati Bengals,MoneyLine,Los Angeles Chargers,-125,2024-11-18T01:15:00Z,BetMGM,NFL
Cincinnati Bengals,Los Angeles Chargers,Spread,1.5,-110,2024-11-18T01:15:00Z,BetMGM,NFL
Los Angeles Chargers,Cincinnati Bengals,Spread,-1.5,-110,2024-11-18T01:15:00Z,BetMGM,NFL
Los Angeles Chargers,Cincinnati Bengals,Total,O47.5,-110,2024-11-18T01:15:00Z,BetMGM,NFL
Los Angeles Chargers,Cincinnati Bengals,Total,U47.5,-110,2024-11-18T01:15:00Z,BetMGM,NFL
Cincinnati Bengals,Los Angeles Chargers,MoneyLine,Cincinnati Bengals,100,2024-11-18T01:15:00Z,BetRivers,NFL
Los Angeles Chargers,Cincinnati Bengals,MoneyLine,Los Angeles Chargers,-122,2024-11-18T01:15:00Z,BetRivers,NFL
Cincinnati Bengals,Los Angeles Chargers,Spread,1.5,-112,2024-11-18T01:15:00Z,BetRivers,NFL
Los Angeles Chargers,Cincinnati Bengals,Spread,-1.5,-109,2024-11-18T01:15:00Z,BetRivers,NFL
Los Angeles Chargers,Cincinnati Bengals,Total,O47.5,-112,2024-11-18T01:15:00Z,BetRivers,NFL
Los Angeles Chargers,Cincinnati Bengals,Total,U47.5,-109,2024-11-18T01:15:00Z,BetRivers,NFL
Cincinnati Bengals,Los Angeles Chargers,MoneyLine,Cincinnati Bengals,100,2024-11-18T01:15:00Z,Bovada,NFL
Los Angeles Chargers,Cincinnati Bengals,MoneyLine,Los Angeles Chargers,-120,2024-11-18T01:15:00Z,Bovada,NFL
Cincinnati Bengals,Los Angeles Chargers,Spread,1.5,-115,2024-11-18T01:15:00Z,Bovada,NFL
Los Angeles Chargers,Cincinnati Bengals,Spread,-1.5,-105,2024-11-18T01:15:00Z,Bovada,NFL
Los Angeles Chargers,Cincinnati Bengals,Total,O48.0,-105,2024-11-18T01:15:00Z,Bovada,NFL
Los Angeles Chargers,Cincinnati Bengals,Total,U48.0,-115,2024-11-18T01:15:00Z,Bovada,NFL
Dallas Cowboys,Houston Texans,MoneyLine,Dallas Cowboys,260,2024-11-19T01:15:00Z,DraftKings,NFL
Houston Texans,Dallas Cowboys,MoneyLine,Houston Texans,-325,2024-11-19T01:15:00Z,DraftKings,NFL
Dallas Cowboys,Houston Texans,Spread,7.0,-105,2024-11-19T01:15:00Z,DraftKings,NFL
Houston Texans,Dallas Cowboys,Spread,-7.0,-115,2024-11-19T01:15:00Z,DraftKings,NFL
Dallas Cowboys,Houston Texans,Total,O42.0,-108,2024-11-19T01:15:00Z,DraftKings,NFL
Dallas Cowboys,Houston Texans,Total,U42.0,-112,2024-11-19T01:15:00Z,DraftKings,NFL
Dallas Cowboys,Houston Texans,MoneyLine,Dallas Cowboys,300,2024-11-19T01:15:00Z,Caesars,NFL
Houston Texans,Dallas Cowboys,MoneyLine,Houston Texans,-385,2024-11-19T01:15:00Z,Caesars,NFL
Dallas Cowboys,Houston Texans,Spread,7.5,-120,2024-11-19T01:15:00Z,Caesars,NFL
Houston Texans,Dallas Cowboys,Spread,-7.5,100,2024-11-19T01:15:00Z,Caesars,NFL
Dallas Cowboys,Houston Texans,Total,O42.0,-110,2024-11-19T01:15:00Z,Caesars,NFL
Dallas Cowboys,Houston Texans,Total,U42.0,-110,2024-11-19T01:15:00Z,Caesars,NFL
Dallas Cowboys,Houston Texans,MoneyLine,Dallas Cowboys,290,2024-11-19T01:15:00Z,FanDuel,NFL
Houston Texans,Dallas Cowboys,MoneyLine,Houston Texans,-360,2024-11-19T01:15:00Z,FanDuel,NFL
Dallas Cowboys,Houston Texans,Spread,7.5,-118,2024-11-19T01:15:00Z,FanDuel,NFL
Houston Texans,Dallas Cowboys,Spread,-7.5,-104,2024-11-19T01:15:00Z,FanDuel,NFL
Dallas Cowboys,Houston Texans,Total,O41.5,-115,2024-11-19T01:15:00Z,FanDuel,NFL
Dallas Cowboys,Houston Texans,Total,U41.5,-105,2024-11-19T01:15:00Z,FanDuel,NFL
Dallas Cowboys,Houston Texans,MoneyLine,Dallas Cowboys,285,2024-11-19T01:15:00Z,MyBookie.ag,NFL
Houston Texans,Dallas Cowboys,MoneyLine,Houston Texans,-380,2024-11-19T01:15:00Z,MyBookie.ag,NFL
Dallas Cowboys,Houston Texans,Spread,7.5,-115,2024-11-19T01:15:00Z,MyBookie.ag,NFL
Houston Texans,Dallas Cowboys,Spread,-7.5,-105,2024-11-19T01:15:00Z,MyBookie.ag,NFL
Dallas Cowboys,Houston Texans,Total,O42.0,-110,2024-11-19T01:15:00Z,MyBookie.ag,NFL
Dallas Cowboys,Houston Texans,Total,U42.0,-110,2024-11-19T01:15:00Z,MyBookie.ag,NFL
Dallas Cowboys,Houston Texans,MoneyLine,Dallas Cowboys,300,2024-11-19T01:15:00Z,LowVig.ag,NFL
Houston Texans,Dallas Cowboys,MoneyLine,Houston Texans,-370,2024-11-19T01:15:00Z,LowVig.ag,NFL
Dallas Cowboys,Houston Texans,Spread,7.5,-106,2024-11-19T01:15:00Z,LowVig.ag,NFL
Houston Texans,Dallas Cowboys,Spread,-7.5,-104,2024-11-19T01:15:00Z,LowVig.ag,NFL
Dallas Cowboys,Houston Texans,Total,O42.0,-107,2024-11-19T01:15:00Z,LowVig.ag,NFL
Dallas Cowboys,Houston Texans,Total,U42.0,-107,2024-11-19T01:15:00Z,LowVig.ag,NFL
Dallas Cowboys,Houston Texans,MoneyLine,Dallas Cowboys,300,2024-11-19T01:15:00Z,BetOnline.ag,NFL
Houston Texans,Dallas Cowboys,MoneyLine,Houston Texans,-370,2024-11-19T01:15:00Z,BetOnline.ag,NFL
Dallas Cowboys,Houston Texans,Spread,7.5,-115,2024-11-19T01:15:00Z,BetOnline.ag,NFL
Houston Texans,Dallas Cowboys,Spread,-7.5,-105,2024-11-19T01:15:00Z,BetOnline.ag,NFL
Dallas Cowboys,Houston Texans,Total,O42.0,-110,2024-11-19T01:15:00Z,BetOnline.ag,NFL
Dallas Cowboys,Houston Texans,Total,U42.0,-110,2024-11-19T01:15:00Z,BetOnline.ag,NFL
Dallas Cowboys,Houston Texans,MoneyLine,Dallas Cowboys,290,2024-11-19T01:15:00Z,BetRivers,NFL
Houston Texans,Dallas Cowboys,MoneyLine,Houston Texans,-375,2024-11-19T01:15:00Z,BetRivers,NFL
Dallas Cowboys,Houston Texans,Spread,7.5,-114,2024-11-19T01:15:00Z,BetRivers,NFL
Houston Texans,Dallas Cowboys,Spread,-7.5,-107,2024-11-19T01:15:00Z,BetRivers,NFL
Dallas Cowboys,Houston Texans,Total,O42.0,-110,2024-11-19T01:15:00Z,BetRivers,NFL
Dallas Cowboys,Houston Texans,Total,U42.0,-110,2024-11-19T01:15:00Z,BetRivers,NFL
Dallas Cowboys,Houston Texans,MoneyLine,Dallas Cowboys,295,2024-11-19T01:15:00Z,BetUS,NFL
Houston Texans,Dallas Cowboys,MoneyLine,Houston Texans,-370,2024-11-19T01:15:00Z,BetUS,NFL
Dallas Cowboys,Houston Texans,Spread,8.0,-120,2024-11-19T01:15:00Z,BetUS,NFL
Houston Texans,Dallas Cowboys,Spread,-8.0,100,2024-11-19T01:15:00Z,BetUS,NFL
Dallas Cowboys,Houston Texans,Total,O42.0,-110,2024-11-19T01:15:00Z,BetUS,NFL
Dallas Cowboys,Houston Texans,Total,U42.0,-110,2024-11-19T01:15:00Z,BetUS,NFL
Dallas Cowboys,Houston Texans,MoneyLine,Dallas Cowboys,310,2024-11-19T01:15:00Z,BetMGM,NFL
Houston Texans,Dallas Cowboys,MoneyLine,Houston Texans,-400,2024-11-19T01:15:00Z,BetMGM,NFL
Dallas Cowboys,Houston Texans,Spread,7.5,-110,2024-11-19T01:15:00Z,BetMGM,NFL
Houston Texans,Dallas Cowboys,Spread,-7.5,-110,2024-11-19T01:15:00Z,BetMGM,NFL
Dallas Cowboys,Houston Texans,Total,O42.0,-110,2024-11-19T01:15:00Z,BetMGM,NFL
Dallas Cowboys,Houston Texans,Total,U42.0,-110,2024-11-19T01:15:00Z,BetMGM,NFL
Dallas Cowboys,Houston Texans,MoneyLine,Dallas Cowboys,280,2024-11-19T01:15:00Z,Bovada,NFL
Houston Texans,Dallas Cowboys,MoneyLine,Houston Texans,-360,2024-11-19T01:15:00Z,Bovada,NFL
Dallas Cowboys,Houston Texans,Spread,7.5,-115,2024-11-19T01:15:00Z,Bovada,NFL
Houston Texans,Dallas Cowboys,Spread,-7.5,-105,2024-11-19T01:15:00Z,Bovada,NFL
Dallas Cowboys,Houston Texans,Total,O42.0,-110,2024-11-19T01:15:00Z,Bovada,NFL
Dallas Cowboys,Houston Texans,Total,U42.0,-110,2024-11-19T01:15:00Z,Bovada,NFL
Cleveland Browns,Pittsburgh Steelers,MoneyLine,Cleveland Browns,170,2024-11-22T01:15:00Z,DraftKings,NFL
Pittsburgh Steelers,Cleveland Browns,MoneyLine,Pittsburgh Steelers,-205,2024-11-22T01:15:00Z,DraftKings,NFL
Cleveland Browns,Pittsburgh Steelers,Spread,4.5,-110,2024-11-22T01:15:00Z,DraftKings,NFL
Pittsburgh Steelers,Cleveland Browns,Spread,-4.5,-110,2024-11-22T01:15:00Z,DraftKings,NFL
Cleveland Browns,Pittsburgh Steelers,Total,O41.0,-110,2024-11-22T01:15:00Z,DraftKings,NFL
Cleveland Browns,Pittsburgh Steelers,Total,U41.0,-110,2024-11-22T01:15:00Z,DraftKings,NFL
Cleveland Browns,Pittsburgh Steelers,Spread,3.5,-110,2024-11-22T01:15:00Z,Caesars,NFL
Pittsburgh Steelers,Cleveland Browns,Spread,-3.5,-110,2024-11-22T01:15:00Z,Caesars,NFL
Cleveland Browns,Pittsburgh Steelers,Total,O41.5,-110,2024-11-22T01:15:00Z,Caesars,NFL
Cleveland Browns,Pittsburgh Steelers,Total,U41.5,-110,2024-11-22T01:15:00Z,Caesars,NFL
Cleveland Browns,Pittsburgh Steelers,Spread,4.0,-120,2024-11-22T01:15:00Z,BetUS,NFL
Pittsburgh Steelers,Cleveland Browns,Spread,-4.0,100,2024-11-22T01:15:00Z,BetUS,NFL
Cleveland Browns,Pittsburgh Steelers,Total,O41.5,-110,2024-11-22T01:15:00Z,BetUS,NFL
Cleveland Browns,Pittsburgh Steelers,Total,U41.5,-110,2024-11-22T01:15:00Z,BetUS,NFL
Cleveland Browns,Pittsburgh Steelers,MoneyLine,Cleveland Browns,158,2024-11-22T01:15:00Z,FanDuel,NFL
Pittsburgh Steelers,Cleveland Browns,MoneyLine,Pittsburgh Steelers,-188,2024-11-22T01:15:00Z,FanDuel,NFL
Cleveland Browns,Pittsburgh Steelers,Spread,3.5,-110,2024-11-22T01:15:00Z,FanDuel,NFL
Pittsburgh Steelers,Cleveland Browns,Spread,-3.5,-110,2024-11-22T01:15:00Z,FanDuel,NFL
Cleveland Browns,Pittsburgh Steelers,Total,O41.5,-105,2024-11-22T01:15:00Z,FanDuel,NFL
Cleveland Browns,Pittsburgh Steelers,Total,U41.5,-115,2024-11-22T01:15:00Z,FanDuel,NFL
Cleveland Browns,Pittsburgh Steelers,MoneyLine,Cleveland Browns,158,2024-11-22T01:15:00Z,MyBookie.ag,NFL
Pittsburgh Steelers,Cleveland Browns,MoneyLine,Pittsburgh Steelers,-204,2024-11-22T01:15:00Z,MyBookie.ag,NFL
Cleveland Browns,Pittsburgh Steelers,Spread,3.5,-110,2024-11-22T01:15:00Z,MyBookie.ag,NFL
Pittsburgh Steelers,Cleveland Browns,Spread,-3.5,-110,2024-11-22T01:15:00Z,MyBookie.ag,NFL
Cleveland Browns,Pittsburgh Steelers,Total,O41.0,-110,2024-11-22T01:15:00Z,MyBookie.ag,NFL
Cleveland Browns,Pittsburgh Steelers,Total,U41.0,-110,2024-11-22T01:15:00Z,MyBookie.ag,NFL
Cleveland Browns,Pittsburgh Steelers,Spread,4.0,-116,2024-11-22T01:15:00Z,LowVig.ag,NFL
Pittsburgh Steelers,Cleveland Browns,Spread,-4.0,105,2024-11-22T01:15:00Z,LowVig.ag,NFL
Cleveland Browns,Pittsburgh Steelers,Total,O41.5,-107,2024-11-22T01:15:00Z,LowVig.ag,NFL
Cleveland Browns,Pittsburgh Steelers,Total,U41.5,-107,2024-11-22T01:15:00Z,LowVig.ag,NFL
Cleveland Browns,Pittsburgh Steelers,Spread,4.0,-120,2024-11-22T01:15:00Z,BetOnline.ag,NFL
Pittsburgh Steelers,Cleveland Browns,Spread,-4.0,100,2024-11-22T01:15:00Z,BetOnline.ag,NFL
Cleveland Browns,Pittsburgh Steelers,Total,O41.5,-110,2024-11-22T01:15:00Z,BetOnline.ag,NFL
Cleveland Browns,Pittsburgh Steelers,Total,U41.5,-110,2024-11-22T01:15:00Z,BetOnline.ag,NFL
Cleveland Browns,Pittsburgh Steelers,MoneyLine,Cleveland Browns,155,2024-11-22T01:15:00Z,BetRivers,NFL
Pittsburgh Steelers,Cleveland Browns,MoneyLine,Pittsburgh Steelers,-190,2024-11-22T01:15:00Z,BetRivers,NFL
Cleveland Browns,Pittsburgh Steelers,Spread,3.5,-110,2024-11-22T01:15:00Z,BetRivers,NFL
Pittsburgh Steelers,Cleveland Browns,Spread,-3.5,-110,2024-11-22T01:15:00Z,BetRivers,NFL
Cleveland Browns,Pittsburgh Steelers,Total,O40.5,-113,2024-11-22T01:15:00Z,BetRivers,NFL
Cleveland Browns,Pittsburgh Steelers,Total,U40.5,-108,2024-11-22T01:15:00Z,BetRivers,NFL
Carolina Panthers,Kansas City Chiefs,MoneyLine,Carolina Panthers,490,2024-11-24T18:00:00Z,DraftKings,NFL
Kansas City Chiefs,Carolina Panthers,MoneyLine,Kansas City Chiefs,-675,2024-11-24T18:00:00Z,DraftKings,NFL
Carolina Panthers,Kansas City Chiefs,Spread,11.5,-110,2024-11-24T18:00:00Z,DraftKings,NFL
Kansas City Chiefs,Carolina Panthers,Spread,-11.5,-110,2024-11-24T18:00:00Z,DraftKings,NFL
Carolina Panthers,Kansas City Chiefs,Total,O41.0,-110,2024-11-24T18:00:00Z,DraftKings,NFL
Carolina Panthers,Kansas City Chiefs,Total,U41.0,-110,2024-11-24T18:00:00Z,DraftKings,NFL
Carolina Panthers,Kansas City Chiefs,Spread,10.5,-110,2024-11-24T18:00:00Z,Caesars,NFL
Kansas City Chiefs,Carolina Panthers,Spread,-10.5,-110,2024-11-24T18:00:00Z,Caesars,NFL
Carolina Panthers,Kansas City Chiefs,Total,O41.5,-110,2024-11-24T18:00:00Z,Caesars,NFL
Carolina Panthers,Kansas City Chiefs,Total,U41.5,-110,2024-11-24T18:00:00Z,Caesars,NFL
Carolina Panthers,Kansas City Chiefs,Spread,10.5,-115,2024-11-24T18:00:00Z,BetUS,NFL
Kansas City Chiefs,Carolina Panthers,Spread,-10.5,-105,2024-11-24T18:00:00Z,BetUS,NFL
Carolina Panthers,Kansas City Chiefs,Total,O41.5,-110,2024-11-24T18:00:00Z,BetUS,NFL
Carolina Panthers,Kansas City Chiefs,Total,U41.5,-110,2024-11-24T18:00:00Z,BetUS,NFL
Carolina Panthers,Kansas City Chiefs,MoneyLine,Carolina Panthers,430,2024-11-24T18:00:00Z,FanDuel,NFL
Kansas City Chiefs,Carolina Panthers,MoneyLine,Kansas City Chiefs,-590,2024-11-24T18:00:00Z,FanDuel,NFL
Carolina Panthers,Kansas City Chiefs,Spread,10.5,-114,2024-11-24T18:00:00Z,FanDuel,NFL
Kansas City Chiefs,Carolina Panthers,Spread,-10.5,-106,2024-11-24T18:00:00Z,FanDuel,NFL
Carolina Panthers,Kansas City Chiefs,Total,O41.5,-115,2024-11-24T18:00:00Z,FanDuel,NFL
Carolina Panthers,Kansas City Chiefs,Total,U41.5,-105,2024-11-24T18:00:00Z,FanDuel,NFL
Carolina Panthers,Kansas City Chiefs,MoneyLine,Carolina Panthers,480,2024-11-24T18:00:00Z,MyBookie.ag,NFL
Kansas City Chiefs,Carolina Panthers,MoneyLine,Kansas City Chiefs,-800,2024-11-24T18:00:00Z,MyBookie.ag,NFL
Carolina Panthers,Kansas City Chiefs,Spread,11.0,-110,2024-11-24T18:00:00Z,MyBookie.ag,NFL
Kansas City Chiefs,Carolina Panthers,Spread,-11.0,-110,2024-11-24T18:00:00Z,MyBookie.ag,NFL
Carolina Panthers,Kansas City Chiefs,Total,O41.5,-110,2024-11-24T18:00:00Z,MyBookie.ag,NFL
Carolina Panthers,Kansas City Chiefs,Total,U41.5,-110,2024-11-24T18:00:00Z,MyBookie.ag,NFL
Carolina Panthers,Kansas City Chiefs,Spread,10.5,-108,2024-11-24T18:00:00Z,LowVig.ag,NFL
Kansas City Chiefs,Carolina Panthers,Spread,-10.5,-102,2024-11-24T18:00:00Z,LowVig.ag,NFL
Carolina Panthers,Kansas City Chiefs,Total,O41.5,-107,2024-11-24T18:00:00Z,LowVig.ag,NFL
Carolina Panthers,Kansas City Chiefs,Total,U41.5,-107,2024-11-24T18:00:00Z,LowVig.ag,NFL
Carolina Panthers,Kansas City Chiefs,Spread,10.5,-113,2024-11-24T18:00:00Z,BetOnline.ag,NFL
Kansas City Chiefs,Carolina Panthers,Spread,-10.5,-107,2024-11-24T18:00:00Z,BetOnline.ag,NFL
Carolina Panthers,Kansas City Chiefs,Total,O41.5,-110,2024-11-24T18:00:00Z,BetOnline.ag,NFL
Carolina Panthers,Kansas City Chiefs,Total,U41.5,-110,2024-11-24T18:00:00Z,BetOnline.ag,NFL
Carolina Panthers,Kansas City Chiefs,MoneyLine,Carolina Panthers,420,2024-11-24T18:00:00Z,BetRivers,NFL
Kansas City Chiefs,Carolina Panthers,MoneyLine,Kansas City Chiefs,-590,2024-11-24T18:00:00Z,BetRivers,NFL
Carolina Panthers,Kansas City Chiefs,Spread,10.5,-112,2024-11-24T18:00:00Z,BetRivers,NFL
Kansas City Chiefs,Carolina Panthers,Spread,-10.5,-109,2024-11-24T18:00:00Z,BetRivers,NFL
Carolina Panthers,Kansas City Chiefs,Total,O41.5,-108,2024-11-24T18:00:00Z,BetRivers,NFL
Carolina Panthers,Kansas City Chiefs,Total,U41.5,-113,2024-11-24T18:00:00Z,BetRivers,NFL
Chicago Bears,Minnesota Vikings,MoneyLine,Chicago Bears,185,2024-11-24T18:00:00Z,DraftKings,NFL
Minnesota Vikings,Chicago Bears,MoneyLine,Minnesota Vikings,-225,2024-11-24T18:00:00Z,DraftKings,NFL
Chicago Bears,Minnesota Vikings,Spread,5.0,-110,2024-11-24T18:00:00Z,DraftKings,NFL
Minnesota Vikings,Chicago Bears,Spread,-5.0,-110,2024-11-24T18:00:00Z,DraftKings,NFL
Chicago Bears,Minnesota Vikings,Total,O40.0,-110,2024-11-24T18:00:00Z,DraftKings,NFL
Chicago Bears,Minnesota Vikings,Total,U40.0,-110,2024-11-24T18:00:00Z,DraftKings,NFL
Chicago Bears,Minnesota Vikings,Spread,5.0,-110,2024-11-24T18:00:00Z,Caesars,NFL
Minnesota Vikings,Chicago Bears,Spread,-5.0,-110,2024-11-24T18:00:00Z,Caesars,NFL
Chicago Bears,Minnesota Vikings,Total,O40.5,-110,2024-11-24T18:00:00Z,Caesars,NFL
Chicago Bears,Minnesota Vikings,Total,U40.5,-110,2024-11-24T18:00:00Z,Caesars,NFL
Chicago Bears,Minnesota Vikings,MoneyLine,Chicago Bears,194,2024-11-24T18:00:00Z,FanDuel,NFL
Minnesota Vikings,Chicago Bears,MoneyLine,Minnesota Vikings,-235,2024-11-24T18:00:00Z,FanDuel,NFL
Chicago Bears,Minnesota Vikings,Spread,4.5,-105,2024-11-24T18:00:00Z,FanDuel,NFL
Minnesota Vikings,Chicago Bears,Spread,-4.5,-115,2024-11-24T18:00:00Z,FanDuel,NFL
Chicago Bears,Minnesota Vikings,Total,O40.5,-105,2024-11-24T18:00:00Z,FanDuel,NFL
Chicago Bears,Minnesota Vikings,Total,U40.5,-115,2024-11-24T18:00:00Z,FanDuel,NFL
Chicago Bears,Minnesota Vikings,MoneyLine,Chicago Bears,184,2024-11-24T18:00:00Z,MyBookie.ag,NFL
Minnesota Vikings,Chicago Bears,MoneyLine,Minnesota Vikings,-244,2024-11-24T18:00:00Z,MyBookie.ag,NFL
Chicago Bears,Minnesota Vikings,Spread,5.0,-110,2024-11-24T18:00:00Z,MyBookie.ag,NFL
Minnesota Vikings,Chicago Bears,Spread,-5.0,-110,2024-11-24T18:00:00Z,MyBookie.ag,NFL
Chicago Bears,Minnesota Vikings,Total,O40.5,-110,2024-11-24T18:00:00Z,MyBookie.ag,NFL
Chicago Bears,Minnesota Vikings,Total,U40.5,-110,2024-11-24T18:00:00Z,MyBookie.ag,NFL
Chicago Bears,Minnesota Vikings,Spread,5.0,-105,2024-11-24T18:00:00Z,LowVig.ag,NFL
Minnesota Vikings,Chicago Bears,Spread,-5.0,-105,2024-11-24T18:00:00Z,LowVig.ag,NFL
Chicago Bears,Minnesota Vikings,Total,O40.5,-107,2024-11-24T18:00:00Z,LowVig.ag,NFL
Chicago Bears,Minnesota Vikings,Total,U40.5,-107,2024-11-24T18:00:00Z,LowVig.ag,NFL
Chicago Bears,Minnesota Vikings,Spread,5.0,-110,2024-11-24T18:00:00Z,BetOnline.ag,NFL
Minnesota Vikings,Chicago Bears,Spread,-5.0,-110,2024-11-24T18:00:00Z,BetOnline.ag,NFL
Chicago Bears,Minnesota Vikings,Total,O40.5,-110,2024-11-24T18:00:00Z,BetOnline.ag,NFL
Chicago Bears,Minnesota Vikings,Total,U40.5,-110,2024-11-24T18:00:00Z,BetOnline.ag,NFL
Chicago Bears,Minnesota Vikings,MoneyLine,Chicago Bears,200,2024-11-24T18:00:00Z,BetRivers,NFL
Minnesota Vikings,Chicago Bears,MoneyLine,Minnesota Vikings,-250,2024-11-24T18:00:00Z,BetRivers,NFL
Chicago Bears,Minnesota Vikings,Spread,5.0,-109,2024-11-24T18:00:00Z,BetRivers,NFL
Minnesota Vikings,Chicago Bears,Spread,-5.0,-112,2024-11-24T18:00:00Z,BetRivers,NFL
Chicago Bears,Minnesota Vikings,Total,O39.5,-110,2024-11-24T18:00:00Z,BetRivers,NFL
Chicago Bears,Minnesota Vikings,Total,U39.5,-110,2024-11-24T18:00:00Z,BetRivers,NFL
Chicago Bears,Minnesota Vikings,Spread,5.0,-110,2024-11-24T18:00:00Z,BetUS,NFL
Minnesota Vikings,Chicago Bears,Spread,-5.0,-110,2024-11-24T18:00:00Z,BetUS,NFL
Chicago Bears,Minnesota Vikings,Total,O40.5,-110,2024-11-24T18:00:00Z,BetUS,NFL
Chicago Bears,Minnesota Vikings,Total,U40.5,-110,2024-11-24T18:00:00Z,BetUS,NFL
Dallas Cowboys,Washington Commanders,MoneyLine,Dallas Cowboys,400,2024-11-24T18:00:00Z,DraftKings,NFL
Washington Commanders,Dallas Cowboys,MoneyLine,Washington Commanders,-535,2024-11-24T18:00:00Z,DraftKings,NFL
Dallas Cowboys,Washington Commanders,Spread,10.0,-110,2024-11-24T18:00:00Z,DraftKings,NFL
Washington Commanders,Dallas Cowboys,Spread,-10.0,-110,2024-11-24T18:00:00Z,DraftKings,NFL
Washington Commanders,Dallas Cowboys,Total,O45.0,-110,2024-11-24T18:00:00Z,DraftKings,NFL
Washington Commanders,Dallas Cowboys,Total,U45.0,-110,2024-11-24T18:00:00Z,DraftKings,NFL
Dallas Cowboys,Washington Commanders,Spread,10.0,-110,2024-11-24T18:00:00Z,Caesars,NFL
Washington Commanders,Dallas Cowboys,Spread,-10.0,-110,2024-11-24T18:00:00Z,Caesars,NFL
Washington Commanders,Dallas Cowboys,Total,O45.0,-110,2024-11-24T18:00:00Z,Caesars,NFL
Washington Commanders,Dallas Cowboys,Total,U45.0,-110,2024-11-24T18:00:00Z,Caesars,NFL
Dallas Cowboys,Washington Commanders,MoneyLine,Dallas Cowboys,410,2024-11-24T18:00:00Z,FanDuel,NFL
Washington Commanders,Dallas Cowboys,MoneyLine,Washington Commanders,-550,2024-11-24T18:00:00Z,FanDuel,NFL
Dallas Cowboys,Washington Commanders,Spread,9.5,-105,2024-11-24T18:00:00Z,FanDuel,NFL
Washington Commanders,Dallas Cowboys,Spread,-9.5,-115,2024-11-24T18:00:00Z,FanDuel,NFL
Washington Commanders,Dallas Cowboys,Total,O44.5,-115,2024-11-24T18:00:00Z,FanDuel,NFL
Washington Commanders,Dallas Cowboys,Total,U44.5,-105,2024-11-24T18:00:00Z,FanDuel,NFL
Dallas Cowboys,Washington Commanders,MoneyLine,Dallas Cowboys,380,2024-11-24T18:00:00Z,MyBookie.ag,NFL
Washington Commanders,Dallas Cowboys,MoneyLine,Washington Commanders,-575,2024-11-24T18:00:00Z,MyBookie.ag,NFL
Dallas Cowboys,Washington Commanders,Spread,10.0,-110,2024-11-24T18:00:00Z,MyBookie.ag,NFL
Washington Commanders,Dallas Cowboys,Spread,-10.0,-110,2024-11-24T18:00:00Z,MyBookie.ag,NFL
Washington Commanders,Dallas Cowboys,Total,O45.0,-110,2024-11-24T18:00:00Z,MyBookie.ag,NFL
Washington Commanders,Dallas Cowboys,Total,U45.0,-110,2024-11-24T18:00:00Z,MyBookie.ag,NFL
Dallas Cowboys,Washington Commanders,Spread,10.0,-105,2024-11-24T18:00:00Z,LowVig.ag,NFL
