Team 1,Team 2,Bet Type,Bet Info,Odds,Date of Game,Sportsbook Name,Sport
Tennessee Titans,Minnesota Vikings,Total,O40.0,-110,2024-11-17T18:00:00Z,MyBookie.ag,NFL
Tennessee Titans,Minnesota Vikings,Total,U40.0,-110,2024-11-17T18:00:00Z,MyBookie.ag,NFL
Minnesota Vikings,Tennessee Titans,MoneyLine,Minnesota Vikings,-255,2024-11-17T18:00:00Z,BetOnline.ag,NFL
Tennessee Titans,Minnesota Vikings,MoneyLine,Tennessee Titans,215,2024-11-17T18:00:00Z,BetOnline.ag,NFL
Minnesota Vikings,Tennessee Titans,Spread,-6.0,-110,2024-11-17T18:00:00Z,BetOnline.ag,NFL
Tennessee Titans,Minnesota Vikings,Spread,6.0,-110,2024-11-17T18:00:00Z,BetOnline.ag,NFL
Tennessee Titans,Minnesota Vikings,Total,O39.5,-110,2024-11-17T18:00:00Z,BetOnline.ag,NFL
Tennessee Titans,Minnesota Vikings,Total,U39.5,-110,2024-11-17T18:00:00Z,BetOnline.ag,NFL
Minnesota Vikings,Tennessee Titans,MoneyLine,Minnesota Vikings,-255,2024-11-17T18:00:00Z,LowVig.ag,NFL
Tennessee Titans,Minnesota Vikings,MoneyLine,Tennessee Titans,215,2024-11-17T18:00:00Z,LowVig.ag,NFL
Minnesota Vikings,Tennessee Titans,Spread,-6.0,-102,2024-11-17T18:00:00Z,LowVig.ag,NFL
Tennessee Titans,Minnesota Vikings,Spread,6.0,-108,2024-11-17T18:00:00Z,LowVig.ag,NFL
Tennessee Titans,Minnesota Vikings,Total,O39.5,-107,2024-11-17T18:00:00Z,LowVig.ag,NFL
Tennessee Titans,Minnesota Vikings,Total,U39.5,-107,2024-11-17T18:00:00Z,LowVig.ag,NFL
Minnesota Vikings,Tennessee Titans,MoneyLine,Minnesota Vikings,-265,2024-11-17T18:00:00Z,BetRivers,NFL
Tennessee Titans,Minnesota Vikings,MoneyLine,Tennessee Titans,210,2024-11-17T18:00:00Z,BetRivers,NFL
Minnesota Vikings,Tennessee Titans,Spread,-6.0,-109,2024-11-17T18:00:00Z,BetRivers,NFL
Tennessee Titans,Minnesota Vikings,Spread,6.0,-112,2024-11-17T18:00:00Z,BetRivers,NFL
Tennessee Titans,Minnesota Vikings,Total,O39.5,-112,2024-11-17T18:00:00Z,BetRivers,NFL
Tennessee Titans,Minnesota Vikings,Total,U39.5,-109,2024-11-17T18:00:00Z,BetRivers,NFL
Minnesota Vikings,Tennessee Titans,MoneyLine,Minnesota Vikings,-250,2024-11-17T18:00:00Z,BetMGM,NFL
Tennessee Titans,Minnesota Vikings,MoneyLine,Tennessee Titans,200,2024-11-17T18:00:00Z,BetMGM,NFL
Minnesota Vikings,Tennessee Titans,Spread,-6.0,-110,2024-11-17T18:00:00Z,BetMGM,NFL
Tennessee Titans,Minnesota Vikings,Spread,6.0,-110,2024-11-17T18:00:00Z,BetMGM,NFL
Tennessee Titans,Minnesota Vikings,Total,O39.5,-110,2024-11-17T18:00:00Z,BetMGM,NFL
Tennessee Titans,Minnesota Vikings,Total,U39.5,-110,2024-11-17T18:00:00Z,BetMGM,NFL
Minnesota Vikings,Tennessee Titans,MoneyLine,Minnesota Vikings,-260,2024-11-17T18:00:00Z,Bovada,NFL
Tennessee Titans,Minnesota Vikings,MoneyLine,Tennessee Titans,215,2024-11-17T18:00:00Z,Bovada,NFL
Minnesota Vikings,Tennessee Titans,Spread,-6.0,-105,2024-11-17T18:00:00Z,Bovada,NFL
Tennessee Titans,Minnesota Vikings,Spread,6.0,-115,2024-11-17T18:00:00Z,Bovada,NFL
Tennessee Titans,Minnesota Vikings,Total,O39.5,-110,2024-11-17T18:00:00Z,Bovada,NFL
Tennessee Titans,Minnesota Vikings,Total,U39.5,-110,2024-11-17T18:00:00Z,Bovada,NFL
Atlanta Falcons,Denver Broncos,MoneyLine,Atlanta Falcons,114,2024-11-17T21:05:00Z,DraftKings,NFL
Denver Broncos,Atlanta Falcons,MoneyLine,Denver Broncos,-135,2024-11-17T21:05:00Z,DraftKings,NFL
Atlanta Falcons,Denver Broncos,Spread,2.5,-112,2024-11-17T21:05:00Z,DraftKings,NFL
Denver Broncos,Atlanta Falcons,Spread,-2.5,-108,2024-11-17T21:05:00Z,DraftKings,NFL
Denver Broncos,Atlanta Falcons,Total,O44.0,-112,2024-11-17T21:05:00Z,DraftKings,NFL
Denver Broncos,Atlanta Falcons,Total,U44.0,-108,2024-11-17T21:05:00Z,DraftKings,NFL
Atlanta Falcons,Denver Broncos,MoneyLine,Atlanta Falcons,118,2024-11-17T21:05:00Z,Caesars,NFL
Denver Broncos,Atlanta Falcons,MoneyLine,Denver Broncos,-140,2024-11-17T21:05:00Z,Caesars,NFL
Atlanta Falcons,Denver Broncos,Spread,2.5,-110,2024-11-17T21:05:00Z,Caesars,NFL
Denver Broncos,Atlanta Falcons,Spread,-2.5,-110,2024-11-17T21:05:00Z,Caesars,NFL
Denver Broncos,Atlanta Falcons,Total,O44.0,-115,2024-11-17T21:05:00Z,Caesars,NFL
Denver Broncos,Atlanta Falcons,Total,U44.0,-105,2024-11-17T21:05:00Z,Caesars,NFL
Atlanta Falcons,Denver Broncos,MoneyLine,Atlanta Falcons,116,2024-11-17T21:05:00Z,FanDuel,NFL
Denver Broncos,Atlanta Falcons,MoneyLine,Denver Broncos,-136,2024-11-17T21:05:00Z,FanDuel,NFL
Atlanta Falcons,Denver Broncos,Spread,2.5,-110,2024-11-17T21:05:00Z,FanDuel,NFL
Denver Broncos,Atlanta Falcons,Spread,-2.5,-110,2024-11-17T21:05:00Z,FanDuel,NFL
Denver Broncos,Atlanta Falcons,Total,O44.5,-105,2024-11-17T21:05:00Z,FanDuel,NFL
Denver Broncos,Atlanta Falcons,Total,U44.5,-115,2024-11-17T21:05:00Z,FanDuel,NFL
Atlanta Falcons,Denver Broncos,MoneyLine,Atlanta Falcons,113,2024-11-17T21:05:00Z,MyBookie.ag,NFL
Denver Broncos,Atlanta Falcons,MoneyLine,Denver Broncos,-139,2024-11-17T21:05:00Z,MyBookie.ag,NFL
Atlanta Falcons,Denver Broncos,Spread,2.5,-110,2024-11-17T21:05:00Z,MyBookie.ag,NFL
Denver Broncos,Atlanta Falcons,Spread,-2.5,-110,2024-11-17T21:05:00Z,MyBookie.ag,NFL
Denver Broncos,Atlanta Falcons,Total,O44.0,-110,2024-11-17T21:05:00Z,MyBookie.ag,NFL
Denver Broncos,Atlanta Falcons,Total,U44.0,-110,2024-11-17T21:05:00Z,MyBookie.ag,NFL
Atlanta Falcons,Denver Broncos,MoneyLine,Atlanta Falcons,120,2024-11-17T21:05:00Z,LowVig.ag,NFL
Denver Broncos,Atlanta Falcons,MoneyLine,Denver Broncos,-140,2024-11-17T21:05:00Z,LowVig.ag,NFL
Atlanta Falcons,Denver Broncos,Spread,1.0,115,2024-11-17T21:05:00Z,LowVig.ag,NFL
Denver Broncos,Atlanta Falcons,Spread,-1.0,-127,2024-11-17T21:05:00Z,LowVig.ag,NFL
Denver Broncos,Atlanta Falcons,Total,O44.0,-107,2024-11-17T21:05:00Z,LowVig.ag,NFL
Denver Broncos,Atlanta Falcons,Total,U44.0,-107,2024-11-17T21:05:00Z,LowVig.ag,NFL
Atlanta Falcons,Denver Broncos,MoneyLine,Atlanta Falcons,120,2024-11-17T21:05:00Z,BetOnline.ag,NFL
Denver Broncos,Atlanta Falcons,MoneyLine,Denver Broncos,-140,2024-11-17T21:05:00Z,BetOnline.ag,NFL
Atlanta Falcons,Denver Broncos,Spread,2.5,-110,2024-11-17T21:05:00Z,BetOnline.ag,NFL
Denver Broncos,Atlanta Falcons,Spread,-2.5,-110,2024-11-17T21:05:00Z,BetOnline.ag,NFL
Denver Broncos,Atlanta Falcons,Total,O44.0,-110,2024-11-17T21:05:00Z,BetOnline.ag,NFL
Denver Broncos,Atlanta Falcons,Total,U44.0,-110,2024-11-17T21:05:00Z,BetOnline.ag,NFL
Atlanta Falcons,Denver Broncos,MoneyLine,Atlanta Falcons,116,2024-11-17T21:05:00Z,BetRivers,NFL
Denver Broncos,Atlanta Falcons,MoneyLine,Denver Broncos,-141,2024-11-17T21:05:00Z,BetRivers,NFL
Atlanta Falcons,Denver Broncos,Spread,2.5,-112,2024-11-17T21:05:00Z,BetRivers,NFL
Denver Broncos,Atlanta Falcons,Spread,-2.5,-109,2024-11-17T21:05:00Z,BetRivers,NFL
Denver Broncos,Atlanta Falcons,Total,O44.0,-114,2024-11-17T21:05:00Z,BetRivers,NFL
Denver Broncos,Atlanta Falcons,Total,U44.0,-107,2024-11-17T21:05:00Z,BetRivers,NFL
Atlanta Falcons,Denver Broncos,MoneyLine,Atlanta Falcons,115,2024-11-17T21:05:00Z,BetUS,NFL
Denver Broncos,Atlanta Falcons,MoneyLine,Denver Broncos,-135,2024-11-17T21:05:00Z,BetUS,NFL
Atlanta Falcons,Denver Broncos,Spread,1.0,105,2024-11-17T21:05:00Z,BetUS,NFL
Denver Broncos,Atlanta Falcons,Spread,-1.0,-125,2024-11-17T21:05:00Z,BetUS,NFL
Denver Broncos,Atlanta Falcons,Total,O44.0,-110,2024-11-17T21:05:00Z,BetUS,NFL
Denver Broncos,Atlanta Falcons,Total,U44.0,-110,2024-11-17T21:05:00Z,BetUS,NFL
Atlanta Falcons,Denver Broncos,MoneyLine,Atlanta Falcons,110,2024-11-17T21:05:00Z,BetMGM,NFL
Denver Broncos,Atlanta Falcons,MoneyLine,Denver Broncos,-135,2024-11-17T21:05:00Z,BetMGM,NFL
Atlanta Falcons,Denver Broncos,Spread,2.5,-110,2024-11-17T21:05:00Z,BetMGM,NFL
Denver Broncos,Atlanta Falcons,Spread,-2.5,-110,2024-11-17T21:05:00Z,BetMGM,NFL
Denver Broncos,Atlanta Falcons,Total,O44.0,-110,2024-11-17T21:05:00Z,BetMGM,NFL
Denver Broncos,Atlanta Falcons,Total,U44.0,-110,2024-11-17T21:05:00Z,BetMGM,NFL
Atlanta Falcons,Denver Broncos,MoneyLine,Atlanta Falcons,115,2024-11-17T21:05:00Z,Bovada,NFL
Denver Broncos,Atlanta Falcons,MoneyLine,Denver Broncos,-135,2024-11-17T21:05:00Z,Bovada,NFL
Atlanta Falcons,Denver Broncos,Spread,2.5,-110,2024-11-17T21:05:00Z,Bovada,NFL
Denver Broncos,Atlanta Falcons,Spread,-2.5,-110,2024-11-17T21:05:00Z,Bovada,NFL
Denver Broncos,Atlanta Falcons,Total,O44.0,-115,2024-11-17T21:05:00Z,Bovada,NFL
Denver Broncos,Atlanta Falcons,Total,U44.0,-105,2024-11-17T21:05:00Z,Bovada,NFL
San Francisco 49ers,Seattle Seahawks,MoneyLine,San Francisco 49ers,-298,2024-11-17T21:05:00Z,DraftKings,NFL
Seattle Seahawks,San Francisco 49ers,MoneyLine,Seattle Seahawks,240,2024-11-17T21:05:00Z,DraftKings,NFL
San Francisco 49ers,Seattle Seahawks,Spread,-6.5,-112,2024-11-17T21:05:00Z,DraftKings,NFL
Seattle Seahawks,San Francisco 49ers,Spread,6.5,-108,2024-11-17T21:05:00Z,DraftKings,NFL
San Francisco 49ers,Seattle Seahawks,Total,O48.0,-108,2024-11-17T21:05:00Z,DraftKings,NFL
San Francisco 49ers,Seattle Seahawks,Total,U48.0,-112,2024-11-17T21:05:00Z,DraftKings,NFL
San Francisco 49ers,Seattle Seahawks,MoneyLine,San Francisco 49ers,-292,2024-11-17T21:05:00Z,Caesars,NFL
Seattle Seahawks,San Francisco 49ers,MoneyLine,Seattle Seahawks,235,2024-11-17T21:05:00Z,Caesars,NFL
San Francisco 49ers,Seattle Seahawks,Spread,-6.5,-110,2024-11-17T21:05:00Z,Caesars,NFL
Seattle Seahawks,San Francisco 49ers,Spread,6.5,-110,2024-11-17T21:05:00Z,Caesars,NFL
San Francisco 49ers,Seattle Seahawks,Total,O48.0,-105,2024-11-17T21:05:00Z,Caesars,NFL
San Francisco 49ers,Seattle Seahawks,Total,U48.0,-115,2024-11-17T21:05:00Z,Caesars,NFL
San Francisco 49ers,Seattle Seahawks,MoneyLine,San Francisco 49ers,-290,2024-11-17T21:05:00Z,BetUS,NFL
Seattle Seahawks,San Francisco 49ers,MoneyLine,Seattle Seahawks,240,2024-11-17T21:05:00Z,BetUS,NFL
San Francisco 49ers,Seattle Seahawks,Spread,-6.5,-110,2024-11-17T21:05:00Z,BetUS,NFL
Seattle Seahawks,San Francisco 49ers,Spread,6.5,-110,2024-11-17T21:05:00Z,BetUS,NFL
San Francisco 49ers,Seattle Seahawks,Total,O48.0,-105,2024-11-17T21:05:00Z,BetUS,NFL
San Francisco 49ers,Seattle Seahawks,Total,U48.0,-115,2024-11-17T21:05:00Z,BetUS,NFL
San Francisco 49ers,Seattle Seahawks,MoneyLine,San Francisco 49ers,-295,2024-11-17T21:05:00Z,FanDuel,NFL
Seattle Seahawks,San Francisco 49ers,MoneyLine,Seattle Seahawks,240,2024-11-17T21:05:00Z,FanDuel,NFL
San Francisco 49ers,Seattle Seahawks,Spread,-6.5,-112,2024-11-17T21:05:00Z,FanDuel,NFL
Seattle Seahawks,San Francisco 49ers,Spread,6.5,-108,2024-11-17T21:05:00Z,FanDuel,NFL
San Francisco 49ers,Seattle Seahawks,Total,O48.5,-108,2024-11-17T21:05:00Z,FanDuel,NFL
San Francisco 49ers,Seattle Seahawks,Total,U48.5,-112,2024-11-17T21:05:00Z,FanDuel,NFL
San Francisco 49ers,Seattle Seahawks,MoneyLine,San Francisco 49ers,-319,2024-11-17T21:05:00Z,MyBookie.ag,NFL
Seattle Seahawks,San Francisco 49ers,MoneyLine,Seattle Seahawks,246,2024-11-17T21:05:00Z,MyBookie.ag,NFL
San Francisco 49ers,Seattle Seahawks,Spread,-6.5,-110,2024-11-17T21:05:00Z,MyBookie.ag,NFL
Seattle Seahawks,San Francisco 49ers,Spread,6.5,-110,2024-11-17T21:05:00Z,MyBookie.ag,NFL
San Francisco 49ers,Seattle Seahawks,Total,O48.0,-110,2024-11-17T21:05:00Z,MyBookie.ag,NFL
San Francisco 49ers,Seattle Seahawks,Total,U48.0,-110,2024-11-17T21:05:00Z,MyBookie.ag,NFL
San Francisco 49ers,Seattle Seahawks,MoneyLine,San Francisco 49ers,-280,2024-11-17T21:05:00Z,LowVig.ag,NFL
Seattle Seahawks,San Francisco 49ers,MoneyLine,Seattle Seahawks,235,2024-11-17T21:05:00Z,LowVig.ag,NFL
San Francisco 49ers,Seattle Seahawks,Spread,-6.5,100,2024-11-17T21:05:00Z,LowVig.ag,NFL
Seattle Seahawks,San Francisco 49ers,Spread,6.5,-110,2024-11-17T21:05:00Z,LowVig.ag,NFL
San Francisco 49ers,Seattle Seahawks,Total,O48.0,-102,2024-11-17T21:05:00Z,LowVig.ag,NFL
San Francisco 49ers,Seattle Seahawks,Total,U48.0,-113,2024-11-17T21:05:00Z,LowVig.ag,NFL
San Francisco 49ers,Seattle Seahawks,MoneyLine,San Francisco 49ers,-280,2024-11-17T21:05:00Z,BetOnline.ag,NFL
Seattle Seahawks,San Francisco 49ers,MoneyLine,Seattle Seahawks,235,2024-11-17T21:05:00Z,BetOnline.ag,NFL
San Francisco 49ers,Seattle Seahawks,Spread,-6.5,-105,2024-11-17T21:05:00Z,BetOnline.ag,NFL
Seattle Seahawks,San Francisco 49ers,Spread,6.5,-115,2024-11-17T21:05:00Z,BetOnline.ag,NFL
San Francisco 49ers,Seattle Seahawks,Total,O48.0,-105,2024-11-17T21:05:00Z,BetOnline.ag,NFL
San Francisco 49ers,Seattle Seahawks,Total,U48.0,-115,2024-11-17T21:05:00Z,BetOnline.ag,NFL
San Francisco 49ers,Seattle Seahawks,MoneyLine,San Francisco 49ers,-315,2024-11-17T21:05:00Z,BetRivers,NFL
Seattle Seahawks,San Francisco 49ers,MoneyLine,Seattle Seahawks,240,2024-11-17T21:05:00Z,BetRivers,NFL
San Francisco 49ers,Seattle Seahawks,Spread,-6.5,-110,2024-11-17T21:05:00Z,BetRivers,NFL
Seattle Seahawks,San Francisco 49ers,Spread,6.5,-110,2024-11-17T21:05:00Z,BetRivers,NFL
San Francisco 49ers,Seattle Seahawks,Total,O48.0,-110,2024-11-17T21:05:00Z,BetRivers,NFL
San Francisco 49ers,Seattle Seahawks,Total,U48.0,-110,2024-11-17T21:05:00Z,BetRivers,NFL
San Francisco 49ers,Seattle Seahawks,MoneyLine,San Francisco 49ers,-300,2024-11-17T21:05:00Z,BetMGM,NFL
Seattle Seahawks,San Francisco 49ers,MoneyLine,Seattle Seahawks,240,2024-11-17T21:05:00Z,BetMGM,NFL
San Francisco 49ers,Seattle Seahawks,Spread,-6.5,-110,2024-11-17T21:05:00Z,BetMGM,NFL
Seattle Seahawks,San Francisco 49ers,Spread,6.5,-110,2024-11-17T21:05:00Z,BetMGM,NFL
San Francisco 49ers,Seattle Seahawks,Total,O48.0,-110,2024-11-17T21:05:00Z,BetMGM,NFL
San Francisco 49ers,Seattle Seahawks,Total,U48.0,-110,2024-11-17T21:05:00Z,BetMGM,NFL
San Francisco 49ers,Seattle Seahawks,MoneyLine,San Francisco 49ers,-285,2024-11-17T21:05:00Z,Bovada,NFL
Seattle Seahawks,San Francisco 49ers,MoneyLine,Seattle Seahawks,235,2024-11-17T21:05:00Z,Bovada,NFL
San Francisco 49ers,Seattle Seahawks,Spread,-6.5,-110,2024-11-17T21:05:00Z,Bovada,NFL
Seattle Seahawks,San Francisco 49ers,Spread,6.5,-110,2024-11-17T21:05:00Z,Bovada,NFL
San Francisco 49ers,Seattle Seahawks,Total,O47.5,-110,2024-11-17T21:05:00Z,Bovada,NFL
San Francisco 49ers,Seattle Seahawks,Total,U47.5,-110,2024-11-17T21:05:00Z,Bovada,NFL
Buffalo Bills,Kansas City Chiefs,MoneyLine,Buffalo Bills,-134,2024-11-17T21:25:00Z,FanDuel,NFL
Kansas City Chiefs,Buffalo Bills,MoneyLine,Kansas City Chiefs,114,2024-11-17T21:25:00Z,FanDuel,NFL
Buffalo Bills,Kansas City Chiefs,Spread,-2.5,-105,2024-11-17T21:25:00Z,FanDuel,NFL
Kansas City Chiefs,Buffalo Bills,Spread,2.5,-115,2024-11-17T21:25:00Z,FanDuel,NFL
Buffalo Bills,Kansas City Chiefs,Total,O46.5,-105,2024-11-17T21:25:00Z,FanDuel,NFL
Buffalo Bills,Kansas City Chiefs,Total,U46.5,-115,2024-11-17T21:25:00Z,FanDuel,NFL
Buffalo Bills,Kansas City Chiefs,MoneyLine,Buffalo Bills,-130,2024-11-17T21:25:00Z,Caesars,NFL
Kansas City Chiefs,Buffalo Bills,MoneyLine,Kansas City Chiefs,110,2024-11-17T21:25:00Z,Caesars,NFL
Buffalo Bills,Kansas City Chiefs,Spread,-2.5,-105,2024-11-17T21:25:00Z,Caesars,NFL
Kansas City Chiefs,Buffalo Bills,Spread,2.5,-115,2024-11-17T21:25:00Z,Caesars,NFL
Buffalo Bills,Kansas City Chiefs,Total,O46.0,-110,2024-11-17T21:25:00Z,Caesars,NFL
Buffalo Bills,Kansas City Chiefs,Total,U46.0,-110,2024-11-17T21:25:00Z,Caesars,NFL
Buffalo Bills,Kansas City Chiefs,MoneyLine,Buffalo Bills,-130,2024-11-17T21:25:00Z,DraftKings,NFL
Kansas City Chiefs,Buffalo Bills,MoneyLine,Kansas City Chiefs,110,2024-11-17T21:25:00Z,DraftKings,NFL
Buffalo Bills,Kansas City Chiefs,Spread,-2.5,-108,2024-11-17T21:25:00Z,DraftKings,NFL
Kansas City Chiefs,Buffalo Bills,Spread,2.5,-112,2024-11-17T21:25:00Z,DraftKings,NFL
Buffalo Bills,Kansas City Chiefs,Total,O46.0,-112,2024-11-17T21:25:00Z,DraftKings,NFL
Buffalo Bills,Kansas City Chiefs,Total,U46.0,-108,2024-11-17T21:25:00Z,DraftKings,NFL
Buffalo Bills,Kansas City Chiefs,MoneyLine,Buffalo Bills,-135,2024-11-17T21:25:00Z,MyBookie.ag,NFL
Kansas City Chiefs,Buffalo Bills,MoneyLine,Kansas City Chiefs,110,2024-11-17T21:25:00Z,MyBookie.ag,NFL
Buffalo Bills,Kansas City Chiefs,Spread,-2.0,-110,2024-11-17T21:25:00Z,MyBookie.ag,NFL
Kansas City Chiefs,Buffalo Bills,Spread,2.0,-110,2024-11-17T21:25:00Z,MyBookie.ag,NFL
Buffalo Bills,Kansas City Chiefs,Total,O46.0,-110,2024-11-17T21:25:00Z,MyBookie.ag,NFL
Buffalo Bills,Kansas City Chiefs,Total,U46.0,-110,2024-11-17T21:25:00Z,MyBookie.ag,NFL
Buffalo Bills,Kansas City Chiefs,MoneyLine,Buffalo Bills,-131,2024-11-17T21:25:00Z,LowVig.ag,NFL
Kansas City Chiefs,Buffalo Bills,MoneyLine,Kansas City Chiefs,111,2024-11-17T21:25:00Z,LowVig.ag,NFL
Buffalo Bills,Kansas City Chiefs,Spread,-1.0,-120,2024-11-17T21:25:00Z,LowVig.ag,NFL
Kansas City Chiefs,Buffalo Bills,Spread,1.0,109,2024-11-17T21:25:00Z,LowVig.ag,NFL
Buffalo Bills,Kansas City Chiefs,Total,O46.0,-113,2024-11-17T21:25:00Z,LowVig.ag,NFL
Buffalo Bills,Kansas City Chiefs,Total,U46.0,-102,2024-11-17T21:25:00Z,LowVig.ag,NFL
Buffalo Bills,Kansas City Chiefs,MoneyLine,Buffalo Bills,-131,2024-11-17T21:25:00Z,BetOnline.ag,NFL
Kansas City Chiefs,Buffalo Bills,MoneyLine,Kansas City Chiefs,111,2024-11-17T21:25:00Z,BetOnline.ag,NFL
Buffalo Bills,Kansas City Chiefs,Spread,-1.0,-124,2024-11-17T21:25:00Z,BetOnline.ag,NFL
Kansas City Chiefs,Buffalo Bills,Spread,1.0,104,2024-11-17T21:25:00Z,BetOnline.ag,NFL
Buffalo Bills,Kansas City Chiefs,Total,O46.0,-115,2024-11-17T21:25:00Z,BetOnline.ag,NFL
Buffalo Bills,Kansas City Chiefs,Total,U46.0,-105,2024-11-17T21:25:00Z,BetOnline.ag,NFL
Buffalo Bills,Kansas City Chiefs,MoneyLine,Buffalo Bills,-136,2024-11-17T21:25:00Z,BetRivers,NFL
Kansas City Chiefs,Buffalo Bills,MoneyLine,Kansas City Chiefs,112,2024-11-17T21:25:00Z,BetRivers,NFL
Buffalo Bills,Kansas City Chiefs,Spread,-2.5,-109,2024-11-17T21:25:00Z,BetRivers,NFL
Kansas City Chiefs,Buffalo Bills,Spread,2.5,-112,2024-11-17T21:25:00Z,BetRivers,NFL
Buffalo Bills,Kansas City Chiefs,Total,O46.0,-109,2024-11-17T21:25:00Z,BetRivers,NFL
Buffalo Bills,Kansas City Chiefs,Total,U46.0,-112,2024-11-17T21:25:00Z,BetRivers,NFL
Buffalo Bills,Kansas City Chiefs,MoneyLine,Buffalo Bills,-130,2024-11-17T21:25:00Z,BetUS,NFL
Kansas City Chiefs,Buffalo Bills,MoneyLine,Kansas City Chiefs,110,2024-11-17T21:25:00Z,BetUS,NFL
Buffalo Bills,Kansas City Chiefs,Spread,-1.0,-125,2024-11-17T21:25:00Z,BetUS,NFL
Kansas City Chiefs,Buffalo Bills,Spread,1.0,105,2024-11-17T21:25:00Z,BetUS,NFL
Buffalo Bills,Kansas City Chiefs,Total,O46.0,-115,2024-11-17T21:25:00Z,BetUS,NFL
Buffalo Bills,Kansas City Chiefs,Total,U46.0,-105,2024-11-17T21:25:00Z,BetUS,NFL
Buffalo Bills,Kansas City Chiefs,MoneyLine,Buffalo Bills,-135,2024-11-17T21:25:00Z,BetMGM,NFL
Kansas City Chiefs,Buffalo Bills,MoneyLine,Kansas City Chiefs,115,2024-11-17T21:25:00Z,BetMGM,NFL
Buffalo Bills,Kansas City Chiefs,Spread,-2.5,-105,2024-11-17T21:25:00Z,BetMGM,NFL
Kansas City Chiefs,Buffalo Bills,Spread,2.5,-115,2024-11-17T21:25:00Z,BetMGM,NFL
Buffalo Bills,Kansas City Chiefs,Total,O46.0,-110,2024-11-17T21:25:00Z,BetMGM,NFL
Buffalo Bills,Kansas City Chiefs,Total,U46.0,-110,2024-11-17T21:25:00Z,BetMGM,NFL
Buffalo Bills,Kansas City Chiefs,MoneyLine,Buffalo Bills,-125,2024-11-17T21:25:00Z,Bovada,NFL
Kansas City Chiefs,Buffalo Bills,MoneyLine,Kansas City Chiefs,105,2024-11-17T21:25:00Z,Bovada,NFL
Buffalo Bills,Kansas City Chiefs,Spread,-2.0,-105,2024-11-17T21:25:00Z,Bovada,NFL
Kansas City Chiefs,Buffalo Bills,Spread,2.0,-115,2024-11-17T21:25:00Z,Bovada,NFL
Buffalo Bills,Kansas City Chiefs,Total,O46.0,-110,2024-11-17T21:25:00Z,Bovada,NFL
Buffalo Bills,Kansas City Chiefs,Total,U46.0,-110,2024-11-17T21:25:00Z,Bovada,NFL
Cincinnati Bengals,Los Angeles Chargers,MoneyLine,Cincinnati Bengals,105,2024-11-18T01:15:00Z,DraftKings,NFL
Los Angeles Chargers,Cincinnati Bengals,MoneyLine,Los Angeles Chargers,-125,2024-11-18T01:15:00Z,DraftKings,NFL
Cincinnati Bengals,Los Angeles Chargers,Spread,1.5,-108,2024-11-18T01:15:00Z,DraftKings,NFL
Los Angeles Chargers,Cincinnati Bengals,Spread,-1.5,-112,2024-11-18T01:15:00Z,DraftKings,NFL
Los Angeles Chargers,Cincinnati Bengals,Total,O48.0,-108,2024-11-18T01:15:00Z,DraftKings,NFL
Los Angeles Chargers,Cincinnati Bengals,Total,U48.0,-112,2024-11-18T01:15:00Z,DraftKings,NFL
Cincinnati Bengals,Los Angeles Chargers,MoneyLine,Cincinnati Bengals,100,2024-11-18T01:15:00Z,Caesars,NFL
Los Angeles Chargers,Cincinnati Bengals,MoneyLine,Los Angeles Chargers,-120,2024-11-18T01:15:00Z,Caesars,NFL
Cincinnati Bengals,Los Angeles Chargers,Spread,1.5,-115,2024-11-18T01:15:00Z,Caesars,NFL
Los Angeles Chargers,Cincinnati Bengals,Spread,-1.5,-105,2024-11-18T01:15:00Z,Caesars,NFL
Los Angeles Chargers,Cincinnati Bengals,Total,O47.5,-110,2024-11-18T01:15:00Z,Caesars,NFL
Los Angeles Chargers,Cincinnati Bengals,Total,U47.5,-110,2024-11-18T01:15:00Z,Caesars,NFL
Cincinnati Bengals,Los Angeles Chargers,MoneyLine,Cincinnati Bengals,105,2024-11-18T01:15:00Z,BetUS,NFL
Los Angeles Chargers,Cincinnati Bengals,MoneyLine,Los Angeles Chargers,-125,2024-11-18T01:15:00Z,BetUS,NFL
Cincinnati Bengals,Los Angeles Chargers,Spread,1.0,-105,2024-11-18T01:15:00Z,BetUS,NFL
Los Angeles Chargers,Cincinnati Bengals,Spread,-1.0,-115,2024-11-18T01:15:00Z,BetUS,NFL
Los Angeles Chargers,Cincinnati Bengals,Total,O48.0,-110,2024-11-18T01:15:00Z,BetUS,NFL
Los Angeles Chargers,Cincinnati Bengals,Total,U48.0,-110,2024-11-18T01:15:00Z,BetUS,NFL
Cincinnati Bengals,Los Angeles Chargers,MoneyLine,Cincinnati Bengals,110,2024-11-18T01:15:00Z,FanDuel,NFL
Los Angeles Chargers,Cincinnati Bengals,MoneyLine,Los Angeles Chargers,-130,2024-11-18T01:15:00Z,FanDuel,NFL
Cincinnati Bengals,Los Angeles Chargers,Spread,1.5,-110,2024-11-18T01:15:00Z,FanDuel,NFL
Los Angeles Chargers,Cincinnati Bengals,Spread,-1.5,-110,2024-11-18T01:15:00Z,FanDuel,NFL
Los Angeles Chargers,Cincinnati Bengals,Total,O47.5,-104,2024-11-18T01:15:00Z,FanDuel,NFL
Los Angeles Chargers,Cincinnati Bengals,Total,U47.5,-118,2024-11-18T01:15:00Z,FanDuel,NFL
