team1,team2,betType,betInfo,odds,dateOfGame,sportsbookName,sport
"Indiana Pacers","Brooklyn Nets","Total","O222.5",-107,"2025-03-20T23:10:00Z","LowVig.ag","NBA"
"Indiana Pacers","Brooklyn Nets","Total","U222.5",-107,"2025-03-20T23:10:00Z","LowVig.ag","NBA"
"Brooklyn Nets","Indiana Pacers","MoneyLine","Brooklyn Nets",280,"2025-03-20T23:10:00Z","BetMGM","NBA"
"Indiana Pacers","Brooklyn Nets","MoneyLine","Indiana Pacers",-350,"2025-03-20T23:10:00Z","BetMGM","NBA"
"Brooklyn Nets","Indiana Pacers","Spread","8.5",-110,"2025-03-20T23:10:00Z","BetMGM","NBA"
"Indiana Pacers","Brooklyn Nets","Spread","-8.5",-110,"2025-03-20T23:10:00Z","BetMGM","NBA"
"Indiana Pacers","Brooklyn Nets","Total","O222.5",-110,"2025-03-20T23:10:00Z","BetMGM","NBA"
"Indiana Pacers","Brooklyn Nets","Total","U222.5",-110,"2025-03-20T23:10:00Z","BetMGM","NBA"
"Brooklyn Nets","Indiana Pacers","MoneyLine","Brooklyn Nets",285,"2025-03-20T23:10:00Z","Bovada","NBA"
"Indiana Pacers","Brooklyn Nets","MoneyLine","Indiana Pacers",-370,"2025-03-20T23:10:00Z","Bovada","NBA"
"Brooklyn Nets","Indiana Pacers","Spread","8.5",-105,"2025-03-20T23:10:00Z","Bovada","NBA"
"Indiana Pacers","Brooklyn Nets","Spread","-8.5",-115,"2025-03-20T23:10:00Z","Bovada","NBA"
"Indiana Pacers","Brooklyn Nets","Total","O222.5",-110,"2025-03-20T23:10:00Z","Bovada","NBA"
"Indiana Pacers","Brooklyn Nets","Total","U222.5",-110,"2025-03-20T23:10:00Z","Bovada","NBA"
"Brooklyn Nets","Indiana Pacers","MoneyLine","Brooklyn Nets",293,"2025-03-20T23:10:00Z","BetUS","NBA"
"Indiana Pacers","Brooklyn Nets","MoneyLine","Indiana Pacers",-365,"2025-03-20T23:10:00Z","BetUS","NBA"
"Brooklyn Nets","Indiana Pacers","Spread","8.5",-110,"2025-03-20T23:10:00Z","BetUS","NBA"
"Indiana Pacers","Brooklyn Nets","Spread","-8.5",-110,"2025-03-20T23:10:00Z","BetUS","NBA"
"Indiana Pacers","Brooklyn Nets","Total","O222.5",-110,"2025-03-20T23:10:00Z","BetUS","NBA"
"Indiana Pacers","Brooklyn Nets","Total","U222.5",-110,"2025-03-20T23:10:00Z","BetUS","NBA"
"Brooklyn Nets","Indiana Pacers","MoneyLine","Brooklyn Nets",285,"2025-03-20T23:10:00Z","BetRivers","NBA"
"Indiana Pacers","Brooklyn Nets","MoneyLine","Indiana Pacers",-360,"2025-03-20T23:10:00Z","BetRivers","NBA"
"Brooklyn Nets","Indiana Pacers","Spread","9",-113,"2025-03-20T23:10:00Z","BetRivers","NBA"
"Indiana Pacers","Brooklyn Nets","Spread","-9",-108,"2025-03-20T23:10:00Z","BetRivers","NBA"
"Indiana Pacers","Brooklyn Nets","Total","O222.5",-113,"2025-03-20T23:10:00Z","BetRivers","NBA"
"Indiana Pacers","Brooklyn Nets","Total","U222.5",-108,"2025-03-20T23:10:00Z","BetRivers","NBA"
"Charlotte Hornets","New York Knicks","MoneyLine","Charlotte Hornets",235,"2025-03-20T23:10:00Z","DraftKings","NBA"
